target_name	t_accession	tlen	query_name	q_accession	qlen	fullseq_evalue	fullseq_score	fullseq_bias	num_of_domain	total_hit_domains	c-evalue	i-evalue	hmm_score	hmm_bias	hmm_coord_from	hmm_coord_to	ali_coord_from	ali_coord_to	env_coord_from	env_coord_to	acc	description_of_target	aln_length	qcov
DQXS01000079.1_93	-	81	33763_QNAN01000020.1_93	-	81	8.5e-58	194.7	4.8	1	1	2.9e-62	9.4e-58	194.5	4.8	1	81	1	81	1	81	1	[5609 - 5851] TPA_asm: Candidatus Altiarchaeales archaeon isolate HyVt-139 Ga0116200_10000074, whole genome shotgun sequence	80	0.9876543209876543
Ga0116200_10000074_93	-	81	33763_QNAN01000020.1_93	-	81	8.5e-58	194.7	4.8	1	1	2.9e-62	9.4e-58	194.5	4.8	1	81	1	81	1	81	1	[5609 - 5851]	80	0.9876543209876543
QNAN01000020.1_93	-	81	33763_QNAN01000020.1_93	-	81	8.5e-58	194.7	4.8	1	1	2.9e-62	9.4e-58	194.5	4.8	1	81	1	81	1	81	1	[5609 - 5851] Thermotogae bacterium isolate B96_G9 B96_Guay9_scaffold_13443, whole genome shotgun sequence	80	0.9876543209876543
DQXS01000079.1_98	-	111	33768_QNAN01000020.1_98	-	111	4.9e-75	251.1	7.5	1	1	2.2e-79	5.4e-75	251	7.5	1	111	1	111	1	111	1	[5856 - 6188] TPA_asm: Candidatus Altiarchaeales archaeon isolate HyVt-139 Ga0116200_10000074, whole genome shotgun sequence	110	0.990990990990991
Ga0116200_10000074_98	-	111	33768_QNAN01000020.1_98	-	111	4.9e-75	251.1	7.5	1	1	2.2e-79	5.4e-75	251	7.5	1	111	1	111	1	111	1	[5856 - 6188]	110	0.990990990990991
QNAN01000020.1_98	-	111	33768_QNAN01000020.1_98	-	111	4.9e-75	251.1	7.5	1	1	2.2e-79	5.4e-75	251	7.5	1	111	1	111	1	111	1	[5856 - 6188] Thermotogae bacterium isolate B96_G9 B96_Guay9_scaffold_13443, whole genome shotgun sequence	110	0.990990990990991
DQXS01000079.1_109	-	192	33779_QNAN01000020.1_109	-	192	2.9e-133	444.1	8.3	1	1	2.4e-137	3.3e-133	443.9	8.3	1	192	1	192	1	192	1	[6175 - 6750] TPA_asm: Candidatus Altiarchaeales archaeon isolate HyVt-139 Ga0116200_10000074, whole genome shotgun sequence	191	0.9947916666666666
Ga0116200_10000074_109	-	192	33779_QNAN01000020.1_109	-	192	2.9e-133	444.1	8.3	1	1	2.4e-137	3.3e-133	443.9	8.3	1	192	1	192	1	192	1	[6175 - 6750]	191	0.9947916666666666
QNAN01000020.1_109	-	192	33779_QNAN01000020.1_109	-	192	2.9e-133	444.1	8.3	1	1	2.4e-137	3.3e-133	443.9	8.3	1	192	1	192	1	192	1	[6175 - 6750] Thermotogae bacterium isolate B96_G9 B96_Guay9_scaffold_13443, whole genome shotgun sequence	191	0.9947916666666666
DRYJ01000053.1_114	-	165	33779_QNAN01000020.1_109	-	192	2.5e-17	66	3.7	1	1	2.1e-21	2.9e-17	65.8	3.7	18	176	7	164	3	165	0.87	[6391 - 6885] TPA_asm: Candidatus Bathyarchaeota archaeon isolate SpSt-11 Ga0065719_100268, whole genome shotgun sequence	157	0.8177083333333334
Ga0065719_100268_114	-	165	33779_QNAN01000020.1_109	-	192	2.5e-17	66	3.7	1	1	2.1e-21	2.9e-17	65.8	3.7	18	176	7	164	3	165	0.87	[6391 - 6885]	157	0.8177083333333334
DRBS01000206.1_87	-	177	33779_QNAN01000020.1_109	-	192	9.4e-17	64.1	3	1	1	8.4e-21	1.2e-16	63.8	3	24	161	19	155	9	171	0.89	[4593 - 5123] TPA_asm: Candidatus Desulfofervidus auxilii isolate HyVt-233 Ga0116200_10000518, whole genome shotgun sequence	136	0.7083333333333334
DQXS01000079.1_111	-	68	33781_QNAN01000020.1_111	-	68	1.5e-49	168.4	2	1	1	5.2e-54	1.7e-49	168.2	2	1	68	1	68	1	68	1	[6720 - 6923] TPA_asm: Candidatus Altiarchaeales archaeon isolate HyVt-139 Ga0116200_10000074, whole genome shotgun sequence	67	0.9852941176470589
Ga0116200_10000074_111	-	68	33781_QNAN01000020.1_111	-	68	1.5e-49	168.4	2	1	1	5.2e-54	1.7e-49	168.2	2	1	68	1	68	1	68	1	[6720 - 6923]	67	0.9852941176470589
QNAN01000020.1_111	-	68	33781_QNAN01000020.1_111	-	68	1.5e-49	168.4	2	1	1	5.2e-54	1.7e-49	168.2	2	1	68	1	68	1	68	1	[6720 - 6923] Thermotogae bacterium isolate B96_G9 B96_Guay9_scaffold_13443, whole genome shotgun sequence	67	0.9852941176470589
DQXS01000079.1_133	-	112	33803_QNAN01000020.1_133	-	112	3.1e-58	197.1	10.6	1	1	2.1e-62	3.4e-58	197	10.6	1	112	1	112	1	112	0.99	[7623 - 7958] TPA_asm: Candidatus Altiarchaeales archaeon isolate HyVt-139 Ga0116200_10000074, whole genome shotgun sequence	111	0.9910714285714286
Ga0116200_10000074_133	-	112	33803_QNAN01000020.1_133	-	112	3.1e-58	197.1	10.6	1	1	2.1e-62	3.4e-58	197	10.6	1	112	1	112	1	112	0.99	[7623 - 7958]	111	0.9910714285714286
QNAN01000020.1_133	-	112	33803_QNAN01000020.1_133	-	112	3.1e-58	197.1	10.6	1	1	2.1e-62	3.4e-58	197	10.6	1	112	1	112	1	112	0.99	[7623 - 7958] Thermotogae bacterium isolate B96_G9 B96_Guay9_scaffold_13443, whole genome shotgun sequence	111	0.9910714285714286
DRBS01000206.1_112	-	120	33803_QNAN01000020.1_133	-	112	7.4e-54	183	9.1	1	1	5.2e-58	8.4e-54	182.8	9.1	1	111	11	118	11	120	0.99	[6182 - 6541] TPA_asm: Candidatus Desulfofervidus auxilii isolate HyVt-233 Ga0116200_10000518, whole genome shotgun sequence	107	0.9553571428571429
DRYJ01000053.1_124	-	110	33803_QNAN01000020.1_133	-	112	1.8e-12	49.7	8.1	1	1	1.3e-16	2.1e-12	49.5	8.1	14	112	12	110	3	110	0.91	[7117 - 7446] TPA_asm: Candidatus Bathyarchaeota archaeon isolate SpSt-11 Ga0065719_100268, whole genome shotgun sequence	98	0.875
Ga0065719_100268_124	-	110	33803_QNAN01000020.1_133	-	112	1.8e-12	49.7	8.1	1	1	1.3e-16	2.1e-12	49.5	8.1	14	112	12	110	3	110	0.91	[7117 - 7446]	98	0.875
DQXS01000079.1_727	-	190	33821_QNAN01000020.1_151	-	190	2e-134	447.1	4	1	1	7e-139	2.3e-134	447	4	1	190	1	190	1	190	1	[7515 - 6946] (REVERSE SENSE) TPA_asm: Candidatus Altiarchaeales archaeon isolate HyVt-139 Ga0116200_10000074, whole genome shotgun sequence	189	0.9947368421052631
Ga0116200_10000074_727	-	190	33821_QNAN01000020.1_151	-	190	2e-134	447.1	4	1	1	7e-139	2.3e-134	447	4	1	190	1	190	1	190	1	[7515 - 6946] (REVERSE SENSE)	189	0.9947368421052631
QNAN01000020.1_151	-	190	33821_QNAN01000020.1_151	-	190	2e-134	447.1	4	1	1	7e-139	2.3e-134	447	4	1	190	1	190	1	190	1	[7515 - 6946] (REVERSE SENSE) Thermotogae bacterium isolate B96_G9 B96_Guay9_scaffold_13443, whole genome shotgun sequence	189	0.9947368421052631
Ga0164313_10000250_5	-	98	33966_QNDS01000002.1_5	-	98	2.4e-67	225.9	0.6	1	1	1.1e-71	2.6e-67	225.8	0.6	1	98	1	98	1	98	0.99	[15 - 308]	97	0.9897959183673469
QNDS01000002.1_5	-	98	33966_QNDS01000002.1_5	-	98	2.4e-67	225.9	0.6	1	1	1.1e-71	2.6e-67	225.8	0.6	1	98	1	98	1	98	0.99	[15 - 308] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	97	0.9897959183673469
Ga0164313_10000250_68	-	160	34029_QNDS01000002.1_68	-	160	4.4e-113	377	1.3	1	1	1e-117	4.9e-113	376.8	1.3	1	160	1	160	1	160	1	[2862 - 3341]	159	0.99375
QNDS01000002.1_68	-	160	34029_QNDS01000002.1_68	-	160	4.4e-113	377	1.3	1	1	1e-117	4.9e-113	376.8	1.3	1	160	1	160	1	160	1	[2862 - 3341] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	159	0.99375
Ga0164313_10000250_73	-	162	34034_QNDS01000002.1_73	-	162	1.1e-112	375.6	3.2	1	1	5e-117	1.2e-112	375.5	3.2	1	162	1	162	1	162	1	[3257 - 3742]	161	0.9938271604938271
QNDS01000002.1_73	-	162	34034_QNDS01000002.1_73	-	162	1.1e-112	375.6	3.2	1	1	5e-117	1.2e-112	375.5	3.2	1	162	1	162	1	162	1	[3257 - 3742] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	161	0.9938271604938271
Ga0164313_10000250_83	-	259	34044_QNDS01000002.1_83	-	259	1.1e-184	614.1	1.4	1	1	3.8e-189	1.2e-184	613.9	1.4	1	259	1	259	1	259	1	[3726 - 4502]	258	0.9961389961389961
QNDS01000002.1_83	-	259	34044_QNDS01000002.1_83	-	259	1.1e-184	614.1	1.4	1	1	3.8e-189	1.2e-184	613.9	1.4	1	259	1	259	1	259	1	[3726 - 4502] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	258	0.9961389961389961
Ga0164313_10000250_86	-	119	34047_QNDS01000002.1_86	-	119	1.6e-79	266.2	6.5	1	1	5.4e-84	1.7e-79	266	6.5	1	119	1	119	1	119	1	[4468 - 4824]	118	0.9915966386554622
QNDS01000002.1_86	-	119	34047_QNDS01000002.1_86	-	119	1.6e-79	266.2	6.5	1	1	5.4e-84	1.7e-79	266	6.5	1	119	1	119	1	119	1	[4468 - 4824] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	118	0.9915966386554622
Ga0164313_10000250_90	-	70	34051_QNDS01000002.1_90	-	70	9.9e-53	178.1	0.1	1	1	2.2e-57	1.1e-52	178	0.1	1	70	1	70	1	70	1	[4824 - 5033]	69	0.9857142857142858
QNDS01000002.1_90	-	70	34051_QNDS01000002.1_90	-	70	9.9e-53	178.1	0.1	1	1	2.2e-57	1.1e-52	178	0.1	1	70	1	70	1	70	1	[4824 - 5033] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	69	0.9857142857142858
Ga0164313_10000250_95	-	123	34056_QNDS01000002.1_95	-	123	3.5e-84	281.7	5.6	1	1	1.2e-88	3.9e-84	281.5	5.6	1	123	1	123	1	123	1	[4964 - 5332]	122	0.991869918699187
QNDS01000002.1_95	-	123	34056_QNDS01000002.1_95	-	123	3.5e-84	281.7	5.6	1	1	1.2e-88	3.9e-84	281.5	5.6	1	123	1	123	1	123	1	[4964 - 5332] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	122	0.991869918699187
Ga0164313_10000250_101	-	95	34062_QNDS01000002.1_101	-	95	1.9e-64	216.4	0.4	1	1	4.3e-69	2.1e-64	216.2	0.4	1	95	1	95	1	95	1	[5340 - 5624]	94	0.9894736842105263
QNDS01000002.1_101	-	95	34062_QNDS01000002.1_101	-	95	1.9e-64	216.4	0.4	1	1	4.3e-69	2.1e-64	216.2	0.4	1	95	1	95	1	95	1	[5340 - 5624] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	94	0.9894736842105263
Ga0164313_10000250_111	-	294	34072_QNDS01000002.1_111	-	294	4.8e-217	721	5.7	1	1	5e-221	5.4e-217	720.9	5.7	1	294	1	294	1	294	1	[5608 - 6489]	293	0.9965986394557823
QNDS01000002.1_111	-	294	34072_QNDS01000002.1_111	-	294	4.8e-217	721	5.7	1	1	5e-221	5.4e-217	720.9	5.7	1	294	1	294	1	294	1	[5608 - 6489] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	293	0.9965986394557823
Ga0164313_10000250_116	-	106	34077_QNDS01000002.1_116	-	106	2.6e-74	248.9	0.3	1	1	9e-79	2.9e-74	248.7	0.3	1	106	1	106	1	106	1	[6393 - 6710]	105	0.9905660377358491
QNDS01000002.1_116	-	106	34077_QNDS01000002.1_116	-	106	2.6e-74	248.9	0.3	1	1	9e-79	2.9e-74	248.7	0.3	1	106	1	106	1	106	1	[6393 - 6710] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	105	0.9905660377358491
Ga0164313_10000250_124	-	156	34085_QNDS01000002.1_124	-	156	8.9e-103	343	10.7	1	1	3.1e-107	9.8e-103	342.9	10.7	1	156	1	156	1	156	1	[6729 - 7196]	155	0.9935897435897436
QNDS01000002.1_124	-	156	34085_QNDS01000002.1_124	-	156	8.9e-103	343	10.7	1	1	3.1e-107	9.8e-103	342.9	10.7	1	156	1	156	1	156	1	[6729 - 7196] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	155	0.9935897435897436
Ga0164313_10000250_132	-	190	34093_QNDS01000002.1_132	-	190	1e-133	445.5	0.3	1	1	3.5e-138	1.1e-133	445.4	0.3	1	190	1	190	1	190	1	[7196 - 7765]	189	0.9947368421052631
QNDS01000002.1_132	-	190	34093_QNDS01000002.1_132	-	190	1e-133	445.5	0.3	1	1	3.5e-138	1.1e-133	445.4	0.3	1	190	1	190	1	190	1	[7196 - 7765] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	189	0.9947368421052631
Ga0164313_10000250_138	-	79	34099_QNDS01000002.1_138	-	79	1.9e-56	190.6	2.6	1	1	4.2e-61	2e-56	190.5	2.6	1	79	1	79	1	79	1	[7753 - 7989]	78	0.9873417721518988
QNDS01000002.1_138	-	79	34099_QNDS01000002.1_138	-	79	1.9e-56	190.6	2.6	1	1	4.2e-61	2e-56	190.5	2.6	1	79	1	79	1	79	1	[7753 - 7989] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	78	0.9873417721518988
Ga0164313_10000250_155	-	432	34116_QNDS01000002.1_155	-	432	0	1043.8	3.6	1	1	0	0	1043.6	3.6	1	432	1	432	1	432	1	[7996 - 9291]	431	0.9976851851851852
QNDS01000002.1_155	-	432	34116_QNDS01000002.1_155	-	432	0	1043.8	3.6	1	1	0	0	1043.6	3.6	1	432	1	432	1	432	1	[7996 - 9291] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	431	0.9976851851851852
Ga0164313_10000250_186	-	561	34147_QNDS01000002.1_186	-	561	0	1359.8	17.8	1	1	0	0	1359.6	17.8	1	561	1	561	1	561	1	[9342 - 11024]	560	0.9982174688057041
QNDS01000002.1_186	-	561	34147_QNDS01000002.1_186	-	561	0	1359.8	17.8	1	1	0	0	1359.6	17.8	1	561	1	561	1	561	1	[9342 - 11024] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	560	0.9982174688057041
Ga0164313_10000250_205	-	397	34166_QNDS01000002.1_205	-	397	3.3e-288	957.1	28.9	1	1	5e-292	3.7e-288	956.9	28.9	1	397	1	397	1	397	1	[11031 - 12221]	396	0.9974811083123426
QNDS01000002.1_205	-	397	34166_QNDS01000002.1_205	-	397	3.3e-288	957.1	28.9	1	1	5e-292	3.7e-288	956.9	28.9	1	397	1	397	1	397	1	[11031 - 12221] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	396	0.9974811083123426
Ga0164313_10000250_213	-	125	34174_QNDS01000002.1_213	-	138	2.2e-62	211.3	0.3	1	1	5.2e-67	2.5e-62	211.1	0.3	1	138	3	125	3	125	0.99	[12221 - 12595]	122	0.8840579710144928
QNDS01000002.1_213	-	125	34174_QNDS01000002.1_213	-	138	2.2e-62	211.3	0.3	1	1	5.2e-67	2.5e-62	211.1	0.3	1	138	3	125	3	125	0.99	[12221 - 12595] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	122	0.8840579710144928
Ga0164313_10000250_227	-	372	34188_QNDS01000002.1_227	-	372	1.1e-266	886	11.8	1	1	2.4e-271	1.2e-266	885.8	11.8	1	372	1	372	1	372	1	[12600 - 13715]	371	0.9973118279569892
QNDS01000002.1_227	-	372	34188_QNDS01000002.1_227	-	372	1.1e-266	886	11.8	1	1	2.4e-271	1.2e-266	885.8	11.8	1	372	1	372	1	372	1	[12600 - 13715] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	371	0.9973118279569892
Ga0164313_10000250_233	-	164	34194_QNDS01000002.1_233	-	164	1.1e-116	388.6	0.9	1	1	2.6e-121	1.2e-116	388.5	0.9	1	164	1	164	1	164	1	[13594 - 14085]	163	0.9939024390243902
QNDS01000002.1_233	-	164	34194_QNDS01000002.1_233	-	164	1.1e-116	388.6	0.9	1	1	2.6e-121	1.2e-116	388.5	0.9	1	164	1	164	1	164	1	[13594 - 14085] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	163	0.9939024390243902
Ga0164313_10000250_250	-	446	34211_QNDS01000002.1_250	-	446	0	1072.6	0.6	1	1	0	0	1072.4	0.6	1	446	1	446	1	446	1	[14129 - 15466]	445	0.9977578475336323
QNDS01000002.1_250	-	446	34211_QNDS01000002.1_250	-	446	0	1072.6	0.6	1	1	0	0	1072.4	0.6	1	446	1	446	1	446	1	[14129 - 15466] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	445	0.9977578475336323
Ga0208375_1000150_374	-	364	34211_QNDS01000002.1_250	-	446	1.8e-36	128.3	1.7	1	1	8.9e-41	2.9e-36	127.7	1.7	79	421	19	351	4	358	0.87	[24183 - 25274]	332	0.7443946188340808
Ga0164313_10000250_260	-	244	34221_QNDS01000002.1_260	-	244	6.2e-176	584.7	14.2	1	1	4.3e-180	6.9e-176	584.6	14.2	1	244	1	244	1	244	1	[15471 - 16202]	243	0.9959016393442623
QNDS01000002.1_260	-	244	34221_QNDS01000002.1_260	-	244	6.2e-176	584.7	14.2	1	1	4.3e-180	6.9e-176	584.6	14.2	1	244	1	244	1	244	1	[15471 - 16202] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	243	0.9959016393442623
Ga0164313_10000250_282	-	360	34243_QNDS01000002.1_282	-	360	1.3e-255	849.1	11.6	1	1	4.6e-260	1.5e-255	849	11.6	1	360	1	360	1	360	1	[16377 - 17456]	359	0.9972222222222222
QNDS01000002.1_282	-	360	34243_QNDS01000002.1_282	-	360	1.3e-255	849.1	11.6	1	1	4.6e-260	1.5e-255	849	11.6	1	360	1	360	1	360	1	[16377 - 17456] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	359	0.9972222222222222
Ga0164313_10000250_294	-	285	34255_QNDS01000002.1_294	-	285	4.1e-204	678.6	16.3	1	1	2.4e-208	4.6e-204	678.4	16.3	1	285	1	285	1	285	1	[17456 - 18310]	284	0.9964912280701754
QNDS01000002.1_294	-	285	34255_QNDS01000002.1_294	-	285	4.1e-204	678.6	16.3	1	1	2.4e-208	4.6e-204	678.4	16.3	1	285	1	285	1	285	1	[17456 - 18310] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	284	0.9964912280701754
Ga0164313_10000250_298	-	69	34259_QNDS01000002.1_298	-	69	3.6e-51	173.5	1.7	1	1	8.3e-56	4e-51	173.4	1.7	1	69	1	69	1	69	1	[18320 - 18526]	68	0.9855072463768116
QNDS01000002.1_298	-	69	34259_QNDS01000002.1_298	-	69	3.6e-51	173.5	1.7	1	1	8.3e-56	4e-51	173.4	1.7	1	69	1	69	1	69	1	[18320 - 18526] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	68	0.9855072463768116
Ga0164313_10000250_302	-	101	34263_QNDS01000002.1_302	-	101	2.9e-70	235.2	1.1	1	1	6.6e-75	3.2e-70	235.1	1.1	1	101	1	101	1	101	1	[18526 - 18828]	100	0.9900990099009901
QNDS01000002.1_302	-	101	34263_QNDS01000002.1_302	-	101	2.9e-70	235.2	1.1	1	1	6.6e-75	3.2e-70	235.1	1.1	1	101	1	101	1	101	1	[18526 - 18828] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	100	0.9900990099009901
Ga0164313_10000250_324	-	538	34285_QNDS01000002.1_324	-	538	0	1277.3	39.7	1	1	0	0	1277.1	39.7	1	538	1	538	1	538	1	[18839 - 20452]	537	0.9981412639405205
QNDS01000002.1_324	-	538	34285_QNDS01000002.1_324	-	538	0	1277.3	39.7	1	1	0	0	1277.1	39.7	1	538	1	538	1	538	1	[18839 - 20452] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	537	0.9981412639405205
Ga0164313_10000250_329	-	138	34290_QNDS01000002.1_329	-	138	2.2e-98	328	7.9	1	1	5e-103	2.4e-98	327.9	7.9	1	138	1	138	1	138	1	[20302 - 20715]	137	0.9927536231884058
QNDS01000002.1_329	-	138	34290_QNDS01000002.1_329	-	138	2.2e-98	328	7.9	1	1	5e-103	2.4e-98	327.9	7.9	1	138	1	138	1	138	1	[20302 - 20715] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	137	0.9927536231884058
Ga0164313_10000250_360	-	724	34321_QNDS01000002.1_360	-	724	0	1772.7	13.2	1	1	0	0	1772.6	13.2	1	724	1	724	1	724	1	[20706 - 22877]	723	0.9986187845303868
QNDS01000002.1_360	-	724	34321_QNDS01000002.1_360	-	724	0	1772.7	13.2	1	1	0	0	1772.6	13.2	1	724	1	724	1	724	1	[20706 - 22877] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	723	0.9986187845303868
DQXS01000079.1_50	-	601	34321_QNDS01000002.1_360	-	724	5.4e-16	60.3	14.9	2	2	1.4e-17	7.2e-14	53.3	12.3	164	535	160	525	129	557	0.81	[1589 - 3391] TPA_asm: Candidatus Altiarchaeales archaeon isolate HyVt-139 Ga0116200_10000074, whole genome shotgun sequence	365	0.5041436464088398
Ga0116200_10000074_50	-	601	34321_QNDS01000002.1_360	-	724	5.4e-16	60.3	14.9	2	2	1.4e-17	7.2e-14	53.3	12.3	164	535	160	525	129	557	0.81	[1589 - 3391]	365	0.5041436464088398
QNAN01000020.1_50	-	601	34321_QNDS01000002.1_360	-	724	7.2e-16	59.9	15	2	2	1.9e-17	9.5e-14	52.9	12.4	164	535	160	525	129	557	0.81	[1589 - 3391] Thermotogae bacterium isolate B96_G9 B96_Guay9_scaffold_13443, whole genome shotgun sequence	365	0.5041436464088398
CP010426.1_17077	-	765	34321_QNDS01000002.1_360	-	724	7.3e-16	59.9	5.9	1	1	2.2e-19	1.1e-15	59.2	5.9	38	518	26	520	3	541	0.74	[771351 - 769057] (REVERSE SENSE) Archaeon GW2011_AR20 chromosome, complete genome	494	0.6823204419889503
Ga0075122_10000851_87	-	598	34321_QNDS01000002.1_360	-	724	2.5e-15	58.1	9	1	1	8.2e-19	4.2e-15	57.4	9	11	523	8	523	1	530	0.72	[3093 - 4886]	515	0.7113259668508287
Ga0075122_10000557_369	-	602	34321_QNDS01000002.1_360	-	724	1.4e-13	52.3	2.8	1	1	1.1e-16	5.5e-13	50.3	2.8	24	491	15	476	3	492	0.71	[17633 - 19438]	461	0.6367403314917127
Ga0164313_10000250_467	-	2819	34428_QNDS01000002.1_467	-	2819	0	6823.7	246	1	1	0	0	6823.5	246	1	2819	1	2819	1	2819	1	[23015 - 31471]	2818	0.9996452642781128
QNDS01000002.1_467	-	2819	34428_QNDS01000002.1_467	-	2819	0	6823.7	246	1	1	0	0	6823.5	246	1	2819	1	2819	1	2819	1	[23015 - 31471] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	2818	0.9996452642781128
Ga0164313_10000250_478	-	225	34439_QNDS01000002.1_478	-	225	1.5e-157	524.2	10.3	1	1	3.4e-162	1.7e-157	524	10.3	1	225	1	225	1	225	1	[31431 - 32105]	224	0.9955555555555555
QNDS01000002.1_478	-	225	34439_QNDS01000002.1_478	-	225	1.5e-157	524.2	10.3	1	1	3.4e-162	1.7e-157	524	10.3	1	225	1	225	1	225	1	[31431 - 32105] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	224	0.9955555555555555
Ga0164313_10000250_494	-	385	34455_QNDS01000002.1_494	-	497	1.7e-120	405.6	38.2	1	1	2.7e-124	2.4e-120	405.1	38.2	74	448	8	352	2	364	0.97	[32166 - 33320]	344	0.6921529175050302
QNDS01000002.1_494	-	385	34455_QNDS01000002.1_494	-	497	1.7e-120	405.6	38.2	1	1	2.7e-124	2.4e-120	405.1	38.2	74	448	8	352	2	364	0.97	[32166 - 33320] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	344	0.6921529175050302
JABURA010000001_560	-	1873	34455_QNDS01000002.1_494	-	497	1.2e-33	119.1	97	4	4	1.5e-22	1.3e-18	69.5	45.9	147	449	1338	1639	1318	1687	0.73	[34538 - 40156] JABURA010000001.1 [Haloterrigena sp. SYSU A121-1 | 2496101.3]	301	0.6056338028169014
Ga0164313_10000250_467	-	2819	34455_QNDS01000002.1_494	-	497	2.5e-31	111.5	124.4	5	6	6.1e-22	5.4e-18	67.5	36.8	71	385	2223	2556	2205	2560	0.83	[23015 - 31471]	333	0.670020120724346
QNDS01000002.1_467	-	2819	34455_QNDS01000002.1_494	-	497	2.5e-31	111.5	124.4	5	6	6.1e-22	5.4e-18	67.5	36.8	71	385	2223	2556	2205	2560	0.83	[23015 - 31471] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	333	0.670020120724346
Ga0164313_10000250_500	-	399	34461_QNDS01000002.1_500	-	399	8.1e-277	919.7	29	1	1	1.9e-281	9e-277	919.6	29	1	399	1	399	1	399	1	[33337 - 34533]	398	0.9974937343358395
QNDS01000002.1_500	-	399	34461_QNDS01000002.1_500	-	399	8.1e-277	919.7	29	1	1	1.9e-281	9e-277	919.6	29	1	399	1	399	1	399	1	[33337 - 34533] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	398	0.9974937343358395
Ga0164313_10000250_511	-	164	34472_QNDS01000002.1_511	-	164	1.1e-113	379	3.5	1	1	2.6e-118	1.3e-113	378.8	3.5	1	164	1	164	1	164	1	[34744 - 35235]	163	0.9939024390243902
QNDS01000002.1_511	-	164	34472_QNDS01000002.1_511	-	164	1.1e-113	379	3.5	1	1	2.6e-118	1.3e-113	378.8	3.5	1	164	1	164	1	164	1	[34744 - 35235] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	163	0.9939024390243902
Ga0164313_10000250_554	-	894	34515_QNDS01000002.1_554	-	894	0	2134.2	41.2	1	1	0	0	2134	41.2	1	894	1	894	1	894	1	[35551 - 38232]	893	0.9988814317673378
